2014年11月20日,トウキヨウガス 1195-614,ガス," -¥4,726"
2014年11月28日,ナガヌマ エスエス,灯油," -¥3,132"
2014年11月30日,インタ-ネツトヒカリ ゲツガク,インターネット," -¥3,580"
2014年11月30日,ドコモご利用料金 12ガツブン,携帯電話," -¥15,820"
2014年12月7日,ナガヌマ エスエス,ガソリン," -¥5,270"
2014年12月9日,東京電力 1412 5016983030505,電気," -¥7,654"
2014年12月18日,トウキヨウガス 1195-614,ガス," -¥5,025"
2014年12月18日,楽天ブックス 754908,本・雑誌," -¥4,576"
2014年12月20日,NTT東日本 ご利用料金 01ガツブン,固定電話," -¥2,179"
2014年12月21日,ナガヌマ エスエス,灯油," -¥2,700"
2014年12月31日,インタ-ネツトヒカリ ゲツガク,インターネット," -¥3,580"
2014年12月31日,ドコモご利用料金 01ガツブン,携帯電話," -¥14,522"
2015年1月2日,ナガヌマ エスエス,ガソリン," -¥4,896"
2015年1月9日,東京電力 1501 5016983030505,電気," -¥7,447"
2015年1月16日,ナガヌマ エスエス,灯油," -¥2,484"
2015年1月20日,NTT東日本 ご利用料金 02ガツブン,固定電話," -¥2,179"
2015年1月21日,トウキヨウガス 1195-614,ガス," -¥6,759"
2015年1月27日,東海メガネ・コンタクト730019,医療・健康," -¥3,380"
2015年1月31日,インタ-ネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年1月31日,ドコモご利用料金 02ガツブン,携帯電話," -¥17,197"
2015年2月6日,東京電力 1502 5016983030505,電気," -¥7,239"
2015年2月7日,ナガヌマ エスエス,灯油," -¥2,340"
2015年2月8日,ナガヌマ エスエス,ガソリン," -¥4,823"
2015年2月19日,ZHUSHIHUISH,買い物," -¥3,580"
2015年2月19日,トウキヨウガス 1195-614,ガス," -¥7,963"
2015年2月21日,AMAZON.CO.JP,買い物," -¥1,599"
2015年2月21日,ナガヌマ エスエス,ガソリン," -¥4,323"
2015年2月28日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年2月28日,オルビス,コスメ," -¥2,814"
2015年2月28日,ドコモご利用料金 03ガツブン,携帯電話," -¥15,040"
2015年3月1日,ナガヌマ エスエス,灯油," -¥1,206"
2015年3月9日,NTT東日本 ご利用料金 03ガツブン,固定電話," -¥2,188"
2015年3月9日,東京電力 1503 5016983030505,電気," -¥8,248"
2015年3月13日,グルーポン・ジャパン,美容," -¥1,000"
2015年3月20日,ZHUSHIHUISH,買い物, -¥125
2015年3月20日,トウキヨウガス 1195-614,ガス," -¥6,181"
2015年3月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年3月31日,ドコモご利用料金 04ガツブン,携帯電話," -¥15,072"
2015年4月4日,ナガヌマ エスエス,ガソリン," -¥5,773"
2015年4月7日,タイムリー・ファッションストア760094,衣服," -¥2,592"
2015年4月8日,ビックカメラ楽天市場店742352,電化製品," -¥9,266"
2015年4月9日,NTT東日本 ご利用料金 04ガツブン,固定電話," -¥2,205"
2015年4月9日,東京電力 1504 5016983030505,電気," -¥7,607"
2015年4月21日,トウキヨウガス 1195-614,ガス," -¥6,362"
2015年4月25日,ナガヌマ エスエス,ガソリン," -¥5,125"
2015年4月27日,YUKATANゆかたん740008,衣服," -¥1,254"
2015年4月30日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年4月30日,ドコモご利用料金 05ガツブン,携帯電話," -¥15,040"
2015年5月3日,ナガヌマ エスエス,ガソリン," -¥4,880"
2015年5月3日,ヤフー チバケンジドウシャセ,自動車税," -¥45,724"
2015年5月9日,NTT東日本 ご利用料金 05ガツブン,固定電話," -¥2,178"
2015年5月10日,ナガヌマ エスエス,ガソリン," -¥4,702"
2015年5月11日,東京電力 1505 5016983030505,電気," -¥7,328"
2015年5月20日,エディオン 楽天市場店740221,電化製品," -¥146,572"
2015年5月21日,FMパーツ750013,車," -¥4,816"
2015年5月22日,トウキヨウガス 1195-614,ガス," -¥4,346"
2015年5月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年5月31日,ドコモご利用料金 06ガツブン,携帯電話," -¥15,072"
2015年6月1日,ZHUSHIHUISH,買い物," -¥3,250"
2015年6月9日,NTT東日本 ご利用料金 06ガツブン,固定電話," -¥2,178"
2015年6月9日,東京電力 1506 5016983030505,電気," -¥6,049"
2015年6月14日,ナガヌマ エスエス,ガソリン," -¥5,308"
2015年6月22日,トウキヨウガス 1195-614,ガス," -¥3,736"
2015年6月30日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年6月30日,ドコモご利用料金 07ガツブン,携帯電話," -¥15,040"
2015年7月8日,東京電力 1507 5016983030505,電気," -¥6,275"
2015年7月9日,NTT東日本 ご利用料金 07ガツブン,固定電話," -¥2,169"
2015年7月22日,トウキヨウガス 1195-614,ガス," -¥3,596"
2015年7月25日,ナガヌマ エスエス,ガソリン," -¥5,145"
2015年7月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年7月31日,ドコモご利用料金 08ガツブン,携帯電話," -¥15,040"
2015年8月1日,イケア フナバシ,買い物," -¥1,555"
2015年8月7日,東京電力 1508 5016983030505,電気," -¥7,713"
2015年8月8日,スタミナタロウ チバキタテン,外食," -¥4,465"
2015年8月8日,フルルガーデンヤチヨ,衣服," -¥2,138"
2015年8月9日,NTT東日本 ご利用料金 08ガツブン,固定電話," -¥2,178"
2015年8月10日,ヤフーショッピング ネットブ,衣服," -¥13,732"
2015年8月12日,ナガヌマ エスエス,ガソリン," -¥3,564"
2015年8月14日,シヨウワシエルセキユ,ガソリン," -¥5,635"
2015年8月21日,トウキヨウガス 1195-614,ガス," -¥2,410"
2015年8月29日,ナガヌマ エスエス,ガソリン," -¥4,047"
2015年8月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年8月31日,ドコモご利用料金 09ガツブン,携帯電話," -¥15,043"
2015年9月3日,Jトレード750044,医療・健康," -¥6,780"
2015年9月3日,ORANGEーBABY730254,子供," -¥41,763"
2015年9月5日,ナガヌマ エスエス,ガソリン," -¥3,402"
2015年9月8日,東京電力 1509 5016983030505,電気," -¥7,097"
2015年9月9日,NTT東日本 ご利用料金 09ガツブン,固定電話," -¥2,169"
2015年9月17日,ヤフーカンタンケッサイ,衣服," -¥2,460"
2015年9月18日,トウキヨウガス 1195-614,ガス," -¥2,914"
2015年9月20日,MEGAドン・キホーテ四街道店 6593300217009,食費," -¥7,720"
2015年9月30日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年9月30日,ドコモご利用料金 10ガツブン,携帯電話," -¥15,045"
2015年10月3日,ナガヌマ エスエス,ガソリン," -¥4,320"
2015年10月8日,東京電力 1510 5016983030505,電気," -¥5,677"
2015年10月9日,ENEOS-SS,ガソリン," -¥6,113"
2015年10月9日,NTT東日本 ご利用料金 10ガツブン,固定電話," -¥2,169"
2015年10月11日,楽天トラベル国内宿泊(チェック 762639,ホテル," -¥12,000"
2015年10月12日,楽天トラベル国内宿泊(チェック 741160,ホテル," -¥9,180"
2015年10月21日,トウキヨウガス 1195-614,ガス," -¥3,597"
2015年10月23日,AMAZON.CO.JP,買い物," -¥2,480"
2015年10月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年10月31日,ドコモご利用料金 11ガツブン,携帯電話," -¥15,056"
2015年11月1日,ナガヌマ エスエス,ガソリン," -¥5,158"
2015年11月9日,NTT東日本 ご利用料金 11ガツブン,固定電話," -¥2,234"
2015年11月9日,東京電力 1511 5016983030505,電気," -¥5,497"
2015年11月19日,トウキヨウガス 1195-614,ガス," -¥3,747"
2015年11月22日,ナガヌマ エスエス,ガソリン," -¥4,035"
2015年11月27日,東海メガネ・コンタクト760005,消耗品," -¥3,000"
2015年11月30日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年11月30日,ドコモご利用料金 12ガツブン,携帯電話," -¥14,836"
2015年11月30日,プラザクリエイトオンラインサー,未定," -¥3,870"
2015年12月5日,ナガヌマ エスエス,灯油," -¥2,088"
2015年12月8日,東京電力 1512 5016983030505,電気," -¥6,765"
2015年12月9日,NTT東日本 ご利用料金 12ガツブン,固定電話," -¥2,260"
2015年12月11日,ABCパレット730023,消耗品," -¥3,240"
2015年12月16日,AMAZON.CO.JP,買い物," -¥1,499"
2015年12月18日,トウキヨウガス 1195-614,ガス," -¥4,808"
2015年12月22日,グルーポンジヤパン,外食," -¥1,500"
2015年12月23日,ナガヌマ エスエス,ガソリン," -¥4,540"
2015年12月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2015年12月31日,ドコモご利用料金 01ガツブン,携帯電話," -¥14,855"
2016年1月2日,ナガヌマ エスエス,ガソリン," -¥3,808"
2016年1月2日,ナガヌマ エスエス,灯油," -¥1,800"
2016年1月8日,東京電力 1601 5016983030505,電気," -¥6,888"
2016年1月9日,NTT東日本 ご利用料金 01ガツブン,固定電話," -¥2,169"
2016年1月11日,ヤフーウォレットケッサイ グルー,振込手数料," -¥2,250"
2016年1月12日,ヤフーショッピング ニジュウ,衣服," -¥17,800"
2016年1月12日,自転車専門店 COCOS770010,未定," -¥1,980"
2016年1月13日,KVK AQUA SHOP730003,住宅, -¥865
2016年1月19日,ピーシーワンズ,電化製品," -¥6,850"
2016年1月21日,トウキヨウガス 1195-614,ガス," -¥6,093"
2016年1月23日,ENEOS-SS,灯油," -¥1,206"
2016年1月24日,ノジマ オンライン,買い物," -¥7,000"
2016年1月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2016年1月31日,ドコモご利用料金 02ガツブン,携帯電話," -¥14,994"
2016年1月31日,ナガヌマ エスエス,灯油, -¥792
2016年2月8日,東京電力 1602 5016983030505,電気," -¥6,574"
2016年2月9日,NTT東日本 ご利用料金 02ガツブン,固定電話," -¥2,160"
2016年2月11日,ナガヌマ エスエス,灯油, -¥829
2016年2月19日,AMAZON.CO.JP,買い物," -¥2,616"
2016年2月19日,トウキヨウガス 1195-614,ガス," -¥5,034"
2016年2月27日,テイージーシートウキヨウ,未定," -¥4,309"
2016年2月29日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2016年2月29日,ドコモご利用料金 03ガツブン,携帯電話," -¥14,833"
2016年3月1日,ナガヌマ エスエス,灯油," -¥1,656"
2016年3月9日,NTT東日本 ご利用料金 03ガツブン,固定電話," -¥2,169"
2016年3月9日,東京電力 1603 5016983030505,電気," -¥6,012"
2016年3月20日,ナガヌマ エスエス,ガソリン," -¥3,830"
2016年3月22日,トウキヨウガス 1195-614,ガス," -¥5,616"
2016年3月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2016年3月31日,ドコモご利用料金 04ガツブン,携帯電話," -¥14,887"
2016年4月8日,東京電力エナジーパートナー 1604 5016983030505,電気," -¥5,706"
2016年4月9日,NTT東日本 ご利用料金 04ガツブン,固定電話," -¥2,151"
2016年4月9日,ナガヌマ エスエス,ガソリン," -¥4,060"
2016年4月20日,トウキヨウガス 1195-614,ガス," -¥5,144"
2016年4月30日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2016年4月30日,ドコモご利用料金 05ガツブン,携帯電話," -¥14,833"
2016年5月3日,ナガヌマ エスエス,ガソリン," -¥5,379"
2016年5月5日,スタミナタロウ チバキタテン,外食," -¥3,513"
2016年5月6日,ヤフー チバケンジドウシャセ,自動車税," -¥45,724"
2016年5月9日,NTT東日本 ご利用料金 05ガツブン,固定電話," -¥2,151"
2016年5月23日,トウキヨウガス 1195-614,ガス," -¥8,504"
2016年5月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2016年5月31日,ドコモご利用料金 06ガツブン,携帯電話," -¥14,833"
2016年6月9日,NTT東日本 ご利用料金 06ガツブン,固定電話," -¥2,160"
2016年6月19日,スタミナタロウ チバキタテン,外食," -¥4,465"
2016年6月22日,トウキヨウガス 1195-614,ガス," -¥9,137"
2016年6月25日,ナガヌマ エスエス,ガソリン," -¥5,910"
2016年6月30日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2016年6月30日,ドコモご利用料金 07ガツブン,携帯電話," -¥14,833"
2016年7月9日,GRL 0570 05 3636,衣服," -¥1,989"
2016年7月9日,NTT東日本 ご利用料金 07ガツブン,固定電話," -¥2,188"
2016年7月9日,スタミナタロウ イチハラテン,外食," -¥7,442"
2016年7月18日,ローソンチケット,博物館・劇場," -¥5,324"
2016年7月21日,トウキヨウガス 1195-614,ガス," -¥9,412"
2016年7月23日,ナガヌマ エスエス,ガソリン," -¥3,883"
2016年7月27日,AMAZON.CO.JP,買い物, -¥352
2016年7月27日,AMAZON.CO.JP,買い物," -¥1,180"
2016年7月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2016年7月31日,ドコモご利用料金 08ガツブン,携帯電話," -¥14,849"
2016年8月6日,ナガヌマ エスエス,ガソリン," -¥4,324"
2016年8月8日,伝説City770003,電化製品," -¥2,980"
2016年8月9日,NTT東日本 ご利用料金 08ガツブン,固定電話," -¥2,248"
2016年8月15日,ナガヌマ エスエス,ガソリン," -¥3,724"
2016年8月19日,ナガヌマ エスエス,ガソリン," -¥2,923"
2016年8月21日,キグナス石油,ガソリン," -¥4,671"
2016年8月23日,トウキヨウガス 1195-614,ガス," -¥8,210"
2016年8月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2016年8月31日,ゴーカートオンラインシヨツプ,衣服," -¥1,770"
2016年8月31日,ドコモご利用料金 09ガツブン,携帯電話," -¥14,847"
2016年9月9日,NTT東日本 ご利用料金 09ガツブン,固定電話," -¥2,152"
2016年9月17日,ナガヌマ エスエス,ガソリン," -¥4,318"
2016年9月21日,トウキヨウガス 1195-614,ガス," -¥9,397"
2016年9月30日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2016年9月30日,ドコモご利用料金 10ガツブン,携帯電話," -¥14,933"
2016年10月1日,ナガヌマ エスエス,ガソリン," -¥3,300"
2016年10月3日,QOO10 JAPAN,衣服," -¥1,450"
2016年10月7日,ヤフーカンタンケッサイ,衣服," -¥1,803"
2016年10月9日,NTT東日本 ご利用料金 10ガツブン,固定電話," -¥2,170"
2016年10月10日,ジヤパンミートヤチヨテン,食費," -¥1,731"
2016年10月12日,ヤフーショッピング シュウノウ,衣服," -¥3,480"
2016年10月21日,トウキヨウガス 1195-614,ガス," -¥9,037"
2016年10月22日,フオトスポツト,子供," -¥6,700"
2016年10月29日,AXES GRL,衣服," -¥5,196"
2016年10月31日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2016年10月31日,ドコモご利用料金 11ガツブン,携帯電話," -¥15,236"
2016年11月5日,ジヤパンミートヤチヨテン,食費," -¥1,329"
2016年11月5日,ナガヌマ エスエス,ガソリン," -¥5,231"
2016年11月5日,ナガヌマ エスエス,灯油, -¥990
2016年11月9日,NTT東日本 ご利用料金 11ガツブン,固定電話," -¥2,152"
2016年11月9日,東海メガネ・コンタクト760007,消耗品," -¥3,380"
2016年11月13日,ナガヌマ エスエス,灯油, -¥936
2016年11月19日,イオンリテールストア 0806970000000 00000,衣服," -¥3,900"
2016年11月20日,AMAZON.CO.JP,買い物," -¥1,180"
2016年11月21日,トウキヨウガス 1195-614,ガス," -¥9,542"
2016年11月27日,ナガヌマ エスエス,灯油," -¥1,008"
2016年11月30日,インターネツトヒカリ ゲツガク,インターネット," -¥3,580"
2016年11月30日,ドコモご利用料金 12ガツブン,携帯電話," -¥14,836"
2016年12月2日,ナガヌマ エスエス,灯油," -¥1,062"
2016年12月3日,アベイル,衣服," -¥3,000"
2016年12月3日,ナガヌマ エスエス,ガソリン," -¥4,868"
2016年12月3日,フアツシヨンセンター シマムラ,衣服, -¥900
2016年12月3日,フアツシヨンセンター シマムラ,衣服," -¥4,800"
2016年12月9日,NTT東日本 ご利用料金 12ガツブン,固定電話," -¥2,170"
2016年12月11日,AMAZON.CO.JP,買い物," -¥2,249"
2016年12月18日,スタミナタロウ チバキタテン,外食," -¥6,784"
2016年12月20日,トウキヨウガス 1195-614,ガス," -¥10,396"
2016年12月31日,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,インターネット," -¥3,580"
2016年12月31日,ドコモご利用料金 01ガツブン,携帯電話," -¥14,230"
2016年12月31日,ナガヌマ エスエス,ガソリン," -¥5,555"
2016年12月31日,ナガヌマ エスエス,灯油," -¥1,296"
2017年1月9日,NTT東日本 ご利用料金 01ガツブン,固定電話," -¥2,161"
2017年1月9日,ナガヌマ エスエス,灯油," -¥1,296"
2017年1月21日,イオンリテール 0006850000000 00000,衣服," -¥32,420"
2017年1月22日,ナガヌマ エスエス,灯油," -¥1,314"
2017年1月22日,ナガヌマ エスエス,灯油," -¥1,314"
2017年1月23日,トウキヨウガス 1195-614,ガス," -¥12,218"
2017年1月28日,スタミナタロウ イチハラテン,未定," -¥4,242"
2017年1月31日,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,インターネット," -¥3,580"
2017年1月31日,ドコモご利用料金 02ガツブン,携帯電話," -¥14,588"
2017年2月4日,ナガヌマ エスエス,ガソリン," -¥4,034"
2017年2月5日,ナガヌマ エスエス,灯油," -¥1,314"
2017年2月6日,リトルプリンセス730070,衣服," -¥10,520"
2017年2月9日,NTT東日本 ご利用料金 02ガツブン,固定電話," -¥2,151"
2017年2月17日,ローソンチケット,博物館・劇場," -¥8,876"
2017年2月20日,トウキヨウガス 1195-614,ガス," -¥11,769"
2017年2月25日,イオンリテール 0017900000000 00000,衣服," -¥4,190"
2017年2月25日,テイージーシートウキヨウ,未定," -¥4,309"
2017年2月25日,ナガヌマ エスエス,ガソリン," -¥5,144"
